Predicton Function,Train Accuracy,Test Accuracy,Simple MIA Attack Acc,Simple MIA Attack Adv,Simple MIA Attack Prec,Simple MIA Attack Recall,Simple MIA Attack F1,Loss attack Acc,Loss attack Adv,Loss attack Prec,Loss attack Recall,Loss attack F1,Loss attack2 Acc,Loss attack2 Adv,Loss attack2 Prec,Loss attack2 Recall,Loss attack2 F1,Adversarial examples attack0 Benign Acc,Adversarial examples attack0 Adver Acc,Adversarial examples attack1 Benign Acc,Adversarial examples attack1 Adver Acc,Adversarial attack part1_test_adv2_gradient_attack_alpha_0.002.npz Benign Acc,Adversarial attack part1_test_adv2_gradient_attack_alpha_0.002.npz Adver Acc,Adversarial attack part1_test_adv2_gradient_attack_alpha_0.005.npz Benign Acc,Adversarial attack part1_test_adv2_gradient_attack_alpha_0.005.npz Adver Acc,Adversarial attack part1_test_adv2_gradient_attack_alpha_0.01.npz Benign Acc,Adversarial attack part1_test_adv2_gradient_attack_alpha_0.01.npz Adver Acc,Adversarial attack part1_test_adv2_gradient_attack_alpha_0.025.npz Benign Acc,Adversarial attack part1_test_adv2_gradient_attack_alpha_0.025.npz Adver Acc,Adversarial attack part1_test_adv2_gradient_attack_alpha_0.05.npz Benign Acc,Adversarial attack part1_test_adv2_gradient_attack_alpha_0.05.npz Adver Acc,Adversarial attack part1_test_adv2_gradient_attack_alpha_0.075.npz Benign Acc,Adversarial attack part1_test_adv2_gradient_attack_alpha_0.075.npz Adver Acc,Adversarial attack part1_test_adv3_fgsm_alpha_0.002.npz Benign Acc,Adversarial attack part1_test_adv3_fgsm_alpha_0.002.npz Adver Acc,Adversarial attack part1_test_adv3_fgsm_alpha_0.005.npz Benign Acc,Adversarial attack part1_test_adv3_fgsm_alpha_0.005.npz Adver Acc,Adversarial attack part1_test_adv3_fgsm_alpha_0.01.npz Benign Acc,Adversarial attack part1_test_adv3_fgsm_alpha_0.01.npz Adver Acc,Adversarial attack part1_test_adv3_fgsm_alpha_0.025.npz Benign Acc,Adversarial attack part1_test_adv3_fgsm_alpha_0.025.npz Adver Acc,Adversarial attack part1_test_adv3_fgsm_alpha_0.05.npz Benign Acc,Adversarial attack part1_test_adv3_fgsm_alpha_0.05.npz Adver Acc,Adversarial attack part1_test_adv3_fgsm_alpha_0.075.npz Benign Acc,Adversarial attack part1_test_adv3_fgsm_alpha_0.075.npz Adver Acc,Adversarial attack part1_test_adv4_noise_attack_sigma_0.002.npz Benign Acc,Adversarial attack part1_test_adv4_noise_attack_sigma_0.002.npz Adver Acc,Adversarial attack part1_test_adv4_noise_attack_sigma_0.005.npz Benign Acc,Adversarial attack part1_test_adv4_noise_attack_sigma_0.005.npz Adver Acc,Adversarial attack part1_test_adv4_noise_attack_sigma_0.01.npz Benign Acc,Adversarial attack part1_test_adv4_noise_attack_sigma_0.01.npz Adver Acc,Adversarial attack part1_test_adv4_noise_attack_sigma_0.025.npz Benign Acc,Adversarial attack part1_test_adv4_noise_attack_sigma_0.025.npz Adver Acc,Adversarial attack part1_test_adv4_noise_attack_sigma_0.05.npz Benign Acc,Adversarial attack part1_test_adv4_noise_attack_sigma_0.05.npz Adver Acc,Adversarial attack part1_test_adv4_noise_attack_sigma_0.075.npz Benign Acc,Adversarial attack part1_test_adv4_noise_attack_sigma_0.075.npz Adver Acc,Adversarial attack part2_test_adv2_gradient_attack_alpha_0.002.npz Benign Acc,Adversarial attack part2_test_adv2_gradient_attack_alpha_0.002.npz Adver Acc,Adversarial attack part2_test_adv2_gradient_attack_alpha_0.005.npz Benign Acc,Adversarial attack part2_test_adv2_gradient_attack_alpha_0.005.npz Adver Acc,Adversarial attack part2_test_adv2_gradient_attack_alpha_0.01.npz Benign Acc,Adversarial attack part2_test_adv2_gradient_attack_alpha_0.01.npz Adver Acc,Adversarial attack part2_test_adv2_gradient_attack_alpha_0.025.npz Benign Acc,Adversarial attack part2_test_adv2_gradient_attack_alpha_0.025.npz Adver Acc,Adversarial attack part2_test_adv2_gradient_attack_alpha_0.05.npz Benign Acc,Adversarial attack part2_test_adv2_gradient_attack_alpha_0.05.npz Adver Acc,Adversarial attack part2_test_adv2_gradient_attack_alpha_0.075.npz Benign Acc,Adversarial attack part2_test_adv2_gradient_attack_alpha_0.075.npz Adver Acc,Adversarial attack part2_test_adv3_fgsm_alpha_0.002.npz Benign Acc,Adversarial attack part2_test_adv3_fgsm_alpha_0.002.npz Adver Acc,Adversarial attack part2_test_adv3_fgsm_alpha_0.005.npz Benign Acc,Adversarial attack part2_test_adv3_fgsm_alpha_0.005.npz Adver Acc,Adversarial attack part2_test_adv3_fgsm_alpha_0.01.npz Benign Acc,Adversarial attack part2_test_adv3_fgsm_alpha_0.01.npz Adver Acc,Adversarial attack part2_test_adv3_fgsm_alpha_0.025.npz Benign Acc,Adversarial attack part2_test_adv3_fgsm_alpha_0.025.npz Adver Acc,Adversarial attack part2_test_adv3_fgsm_alpha_0.05.npz Benign Acc,Adversarial attack part2_test_adv3_fgsm_alpha_0.05.npz Adver Acc,Adversarial attack part2_test_adv3_fgsm_alpha_0.075.npz Benign Acc,Adversarial attack part2_test_adv3_fgsm_alpha_0.075.npz Adver Acc,Adversarial attack part2_test_adv4_noise_attack_sigma_0.002.npz Benign Acc,Adversarial attack part2_test_adv4_noise_attack_sigma_0.002.npz Adver Acc,Adversarial attack part2_test_adv4_noise_attack_sigma_0.005.npz Benign Acc,Adversarial attack part2_test_adv4_noise_attack_sigma_0.005.npz Adver Acc,Adversarial attack part2_test_adv4_noise_attack_sigma_0.01.npz Benign Acc,Adversarial attack part2_test_adv4_noise_attack_sigma_0.01.npz Adver Acc,Adversarial attack part2_test_adv4_noise_attack_sigma_0.025.npz Benign Acc,Adversarial attack part2_test_adv4_noise_attack_sigma_0.025.npz Adver Acc,Adversarial attack part2_test_adv4_noise_attack_sigma_0.05.npz Benign Acc,Adversarial attack part2_test_adv4_noise_attack_sigma_0.05.npz Adver Acc,Adversarial attack part2_test_adv4_noise_attack_sigma_0.075.npz Benign Acc,Adversarial attack part2_test_adv4_noise_attack_sigma_0.075.npz Adver Acc
Salt and Pepper Noise 0.01,99.32,72.2,67.825,0.35650000000000004,0.67622343054869,0.684,0.680089485458613,64.775,0.2955,0.5879202618268372,0.988,0.7371759000186532,67.80000000000001,0.356,0.6118090452261307,0.974,0.7515432098765432,95.0,10.0,97.5,48.5,81.16,25.2,81.24,17.48,81.28,15.52,81.72,6.84,80.72,3.52,81.52000000000001,2.96,80.80000000000001,68.52000000000001,81.36,57.56,80.88,39.32,81.28,15.76,81.76,11.16,81.8,11.08,81.04,81.12,81.32000000000001,80.47999999999999,81.36,81.08,80.96,80.0,81.67999999999999,78.44,81.28,78.64,74.72,69.76,73.96000000000001,64.92,73.92,64.28,74.08,63.12,73.04,64.12,74.48,63.92,74.03999999999999,72.48,74.68,72.24000000000001,73.92,69.6,73.88,65.72,75.12,62.88,74.68,55.36,74.32,73.72,74.28,73.4,74.52,73.64,74.24,72.24000000000001,74.24,72.52,74.76,71.67999999999999
Salt and Pepper Noise 0.02,94.64,67.46,61.375,0.22749999999999992,0.6444444444444445,0.5075,0.5678321678321678,62.45,0.249,0.5742397137745975,0.963,0.7194620844228614,65.425,0.3085,0.5988465235501442,0.9345,0.7299355594610427,95.0,15.0,92.5,44.0,76.55999999999999,28.720000000000002,76.36,18.56,76.16000000000001,16.64,76.55999999999999,8.16,77.32,4.32,76.64,3.36,76.68,64.24,77.28,54.76,77.03999999999999,40.44,76.92,17.88,76.2,11.48,76.4,11.959999999999999,76.08,76.03999999999999,76.8,76.16000000000001,77.0,76.16000000000001,76.44,74.96000000000001,75.88000000000001,73.88,76.96,72.76,69.8,64.72,68.56,59.84,69.19999999999999,58.199999999999996,68.92,57.120000000000005,69.76,59.48,69.88,58.8,69.04,68.12,69.48,67.52,69.44,64.72,69.12,61.63999999999999,69.6,58.32000000000001,69.48,51.6,68.92,69.28,68.8,68.8,68.44,69.19999999999999,69.24,67.4,70.08,67.12,70.44,66.2
Salt and Pepper Noise 0.05,67.88,49.14,53.325,0.0665,0.5720476706392199,0.264,0.36127266507013345,58.525000000000006,0.17049999999999998,0.5557007513884351,0.8505,0.6721991701244814,59.12500000000001,0.1825,0.567318332718554,0.769,0.6529399278284865,65.0,15.0,67.0,38.0,55.44,32.72,56.24,20.200000000000003,56.599999999999994,17.32,56.08,10.440000000000001,56.36,8.559999999999999,57.48,7.32,57.879999999999995,48.84,56.64,43.44,56.44,36.120000000000005,57.16,20.8,56.92,13.56,57.76,13.76,57.96,56.76,56.64,57.28,56.48,56.24,56.56,55.60000000000001,57.56,54.279999999999994,57.08,53.239999999999995,51.559999999999995,48.6,50.88,42.64,52.64,41.68,53.36,41.160000000000004,51.160000000000004,41.959999999999994,51.76,42.68,51.0,49.28,51.64,51.12,51.839999999999996,48.36,52.839999999999996,44.4,51.959999999999994,42.96,51.160000000000004,37.88,51.239999999999995,52.35999999999999,52.0,51.4,51.959999999999994,50.12,52.52,50.160000000000004,51.76,48.68,52.16,48.52
Salt and Pepper Noise 0.07,51.459999999999994,40.2,51.5,0.03,0.5407608695652174,0.199,0.2909356725146199,57.65,0.15300000000000002,0.5542168674698795,0.782,0.6486934881791787,57.425000000000004,0.14849999999999997,0.5591397849462365,0.702,0.622478386167147,45.0,15.0,44.5,31.0,44.440000000000005,30.8,45.92,20.200000000000003,45.64,17.8,46.72,13.120000000000001,46.08,11.600000000000001,46.04,11.28,45.96,39.04,44.68,36.08,44.48,31.840000000000003,46.12,21.48,45.6,14.52,45.08,14.879999999999999,46.2,46.160000000000004,44.800000000000004,45.4,44.440000000000005,44.96,45.96,44.4,45.2,43.2,45.2,42.96,41.8,38.24,41.32,36.16,42.04,33.879999999999995,41.56,34.760000000000005,41.0,34.36,41.68,34.239999999999995,41.68,40.52,41.92,40.08,42.04,39.2,42.52,35.480000000000004,42.120000000000005,34.56,42.4,32.440000000000005,42.68,41.32,40.92,41.08,40.32,41.36,41.839999999999996,40.839999999999996,42.24,40.28,41.44,39.64
Salt and Pepper Noise 0.09,41.36,33.900000000000006,50.949999999999996,0.019000000000000017,0.5256756756756756,0.1945,0.2839416058394161,55.50000000000001,0.10999999999999999,0.5420811017597552,0.7085,0.6142175986129172,55.45,0.10899999999999999,0.5443811074918566,0.6685,0.6000897666068222,35.0,25.0,38.5,26.5,38.0,28.48,37.92,20.16,36.68,18.72,36.720000000000006,15.64,37.519999999999996,14.48,36.76,13.56,36.480000000000004,32.6,37.96,31.8,37.88,28.04,35.68,21.52,38.56,15.040000000000001,37.68,15.0,38.36,37.72,37.4,37.28,37.08,37.16,36.64,36.64,36.8,36.16,37.08,34.56,34.48,32.04,35.24,28.64,34.92,27.52,33.72,28.04,33.36,28.999999999999996,34.0,28.48,33.64,32.96,34.44,32.76,33.96,31.480000000000004,35.08,30.84,34.239999999999995,29.32,34.0,26.119999999999997,33.76,34.32,32.72,32.76,34.4,34.36,33.239999999999995,33.12,32.92,32.6,34.0,31.8
Speckle Noise 0.01,98.54,71.32,68.0,0.36,0.6787487586891757,0.6835,0.6811160936721475,63.55,0.271,0.5795654726952437,0.987,0.730299667036626,66.925,0.3385,0.6054845746338423,0.9715,0.7460165098867345,85.0,10.0,95.0,52.0,80.44,26.52,80.52,17.64,80.64,15.040000000000001,80.28,6.2,81.16,3.4799999999999995,80.4,2.96,80.64,67.12,80.52,56.32,80.44,39.0,80.24,15.479999999999999,81.72,11.600000000000001,79.88,11.4,80.88,80.32000000000001,80.80000000000001,80.36,80.64,80.28,81.04,79.52,80.67999999999999,77.96,80.76,77.75999999999999,74.52,69.36,74.03999999999999,64.36,74.03999999999999,63.519999999999996,75.08,62.6,74.16,63.839999999999996,74.36,64.16,74.52,73.24000000000001,74.24,72.2,74.16,70.88,74.4,65.32,74.68,62.88,74.32,55.120000000000005,74.28,73.64,73.83999999999999,74.44,74.44,74.36,74.6,73.04,74.28,72.08,74.4,70.88
Speckle Noise 0.02,93.72,66.53999999999999,63.324999999999996,0.2665,0.6592946802151823,0.5515,0.6005989654233597,61.075,0.22149999999999992,0.5652045922873123,0.96,0.7115063924402446,64.45,0.28900000000000003,0.592155612244898,0.9285,0.7231308411214953,90.0,15.0,90.0,47.0,75.8,27.68,75.56,18.04,75.36,16.16,75.72,7.04,75.08,4.16,75.64,3.2399999999999998,74.88,62.4,75.2,53.12,75.32,38.879999999999995,75.72,16.400000000000002,75.24,11.44,75.24,11.4,75.68,74.88,75.68,73.96000000000001,75.44,75.0,75.28,74.32,75.36,72.56,74.64,71.72,69.92,65.24,69.16,60.31999999999999,69.28,57.32000000000001,68.60000000000001,58.879999999999995,69.76,58.52,69.36,59.0,70.04,67.60000000000001,69.92,67.56,69.8,65.32,69.19999999999999,61.199999999999996,69.76,58.28,69.76,51.44,69.67999999999999,69.24,69.48,68.76,69.72,69.8,69.52000000000001,68.36,69.44,67.32000000000001,69.36,66.32000000000001
Speckle Noise 0.05,76.6,53.6,56.55,0.13100000000000003,0.6188747731397459,0.341,0.4397163120567376,58.9,0.17800000000000005,0.5570878768441309,0.8685,0.6787807737397421,60.6,0.21199999999999997,0.5747004933051445,0.8155,0.6742455560148822,75.0,15.0,71.5,46.0,60.6,30.2,61.760000000000005,18.64,61.44,16.48,61.72,8.959999999999999,61.4,6.52,61.12,5.04,62.08,52.080000000000005,62.32,45.16,61.96,36.32,61.31999999999999,17.96,61.44,12.479999999999999,62.08,12.08,61.6,62.239999999999995,61.88,60.31999999999999,61.480000000000004,61.040000000000006,60.96,59.919999999999995,61.12,58.64,61.519999999999996,59.28,56.92,52.68000000000001,57.199999999999996,49.120000000000005,57.599999999999994,46.72,56.720000000000006,46.160000000000004,56.36,47.199999999999996,57.48,47.839999999999996,57.76,54.64,57.599999999999994,55.92,56.92,52.239999999999995,56.599999999999994,49.8,57.440000000000005,46.48,58.040000000000006,42.72,57.56,56.36,56.84,57.08,57.76,56.599999999999994,57.8,56.48,56.720000000000006,54.44,57.84,54.64
Speckle Noise 0.07,67.08,48.0,53.925,0.07850000000000001,0.5820271682340648,0.2785,0.3767331755157254,56.925000000000004,0.13849999999999996,0.5461512829056981,0.8195,0.6554689062187562,58.925000000000004,0.1785,0.5657943236269812,0.7675,0.6513897729683853,50.0,25.0,61.0,34.0,54.52,29.360000000000003,54.279999999999994,18.4,55.120000000000005,16.76,55.00000000000001,10.24,53.839999999999996,7.28,55.00000000000001,6.959999999999999,54.800000000000004,46.6,54.6,40.92,54.400000000000006,33.76,54.16,18.88,54.32,12.280000000000001,54.559999999999995,12.76,53.32,54.96,54.400000000000006,54.24,55.52,54.04,54.72,53.480000000000004,54.48,51.72,53.76,51.76,51.35999999999999,46.04,51.480000000000004,43.2,50.96000000000001,41.199999999999996,51.44,41.4,51.32,41.68,50.8,42.28,50.28,48.68,50.4,49.72,51.239999999999995,47.48,51.04,44.080000000000005,51.04,41.48,50.44,36.32,50.92,50.56,49.96,49.4,51.88,51.32,50.519999999999996,49.0,51.32,48.92,50.839999999999996,47.88
Speckle Noise 0.09,60.08,43.74,52.75,0.05499999999999999,0.5622171945701357,0.2485,0.3446601941747573,57.074999999999996,0.14149999999999996,0.5490808185917447,0.7915,0.6483719025189433,57.15,0.14300000000000002,0.5547473200612557,0.7245,0.6283607979184735,60.0,20.0,56.00000000000001,37.0,49.2,29.68,50.480000000000004,19.28,49.559999999999995,16.76,48.76,11.44,50.239999999999995,9.0,49.72,8.64,48.72,41.6,48.88,37.88,50.28,32.2,49.4,19.36,49.16,12.32,49.4,12.959999999999999,49.16,49.08,49.88,49.08,49.8,49.04,49.84,49.32,48.72,47.28,49.4,47.599999999999994,46.04,42.36,45.440000000000005,37.4,45.36,37.56,45.16,37.76,45.440000000000005,37.8,44.64,37.32,45.4,43.8,45.839999999999996,44.0,45.56,41.839999999999996,45.16,39.6,45.0,38.24,46.32,34.48,45.56,45.12,45.32,45.08,46.56,44.56,45.2,45.36,45.72,43.4,45.68,42.4
Poisson_Noise 0.01 sigma,98.28,71.58,66.025,0.3205,0.6606516290726817,0.659,0.6598247809762203,63.5,0.27,0.5795990566037735,0.983,0.7292284866468842,66.975,0.3395,0.6067274441999371,0.965,0.7450299170044393,90.0,10.0,96.0,49.0,79.67999999999999,25.16,80.47999999999999,17.72,80.08,16.08,80.2,6.6000000000000005,80.88,3.5999999999999996,80.32000000000001,3.1199999999999997,80.80000000000001,67.2,80.72,56.96,80.47999999999999,40.400000000000006,80.64,16.08,81.6,11.68,80.67999999999999,11.76,80.52,80.96,80.84,80.47999999999999,80.92,80.52,80.47999999999999,79.88,80.52,78.84,80.76,77.88000000000001,73.6,68.88,73.32,64.4,72.84,63.080000000000005,72.72,63.800000000000004,73.88,63.519999999999996,73.2,64.12,72.84,71.6,73.28,72.39999999999999,73.56,69.88,73.16,64.92,74.16,63.63999999999999,73.44000000000001,55.800000000000004,74.03999999999999,73.16,72.56,73.64,73.16,71.8,73.04,71.36,72.72,71.92,74.2,70.72
Poisson_Noise 0.02 sigma,92.38,65.36,60.12499999999999,0.2025,0.6287349014621741,0.4945,0.5535964175762664,61.45,0.22899999999999998,0.5681953543776057,0.954,0.7122060470324748,63.575,0.27149999999999996,0.5862726406101049,0.9225,0.716922479114047,90.0,20.0,89.5,53.5,74.36,29.799999999999997,74.92,18.4,74.96000000000001,16.96,75.96000000000001,8.24,75.12,4.68,74.4,4.08,74.48,63.56,74.6,55.16,75.32,42.0,75.2,18.92,75.24,12.32,74.8,12.36,76.36,75.88000000000001,74.68,75.2,75.08,74.48,75.16000000000001,74.4,75.36,72.2,75.6,72.39999999999999,67.72,64.32,67.4,59.28,67.2,57.68,69.12,58.120000000000005,67.64,59.599999999999994,68.72,59.31999999999999,68.32000000000001,65.64,69.08,67.2,68.04,64.56,68.28,61.040000000000006,67.92,58.08,67.96,52.2,68.56,68.88,68.36,68.76,68.2,67.96,68.84,66.96,69.12,66.47999999999999,68.04,64.60000000000001
Poisson_Noise 0.03 sigma,84.2,61.22,57.875,0.15750000000000003,0.6210607225211375,0.404,0.48954862162980917,58.95,0.17900000000000005,0.5546064673581452,0.909,0.6888973095869647,61.25000000000001,0.2250000000000001,0.5749001331557922,0.8635,0.6902478017585931,85.0,25.0,79.0,48.5,69.88,32.04,69.84,19.88,70.44,17.28,69.24,9.48,70.52000000000001,6.4399999999999995,69.84,5.319999999999999,69.84,58.84,69.92,52.44,70.19999999999999,41.72,69.32000000000001,21.44,70.16,13.52,69.48,13.120000000000001,69.52000000000001,70.16,69.96,69.28,70.88,69.04,70.19999999999999,68.12,69.44,67.4,69.96,65.32,63.959999999999994,58.76,63.44,54.67999999999999,63.04,54.559999999999995,63.480000000000004,53.32,63.75999999999999,53.72,64.0,55.08,63.56,61.88,62.63999999999999,62.92,63.0,59.919999999999995,63.72,55.44,63.44,53.879999999999995,64.24,48.199999999999996,63.56,63.480000000000004,64.0,64.16,64.2,63.959999999999994,62.56,62.519999999999996,63.6,62.519999999999996,63.04,59.31999999999999
Poisson_Noise 0.04 sigma,77.28,56.779999999999994,55.400000000000006,0.10799999999999998,0.5929432013769363,0.3445,0.4358001265022138,59.050000000000004,0.18099999999999994,0.5565625,0.8905,0.685,59.95,0.19899999999999995,0.5690492713393477,0.82,0.6718557968045883,80.0,30.0,72.5,43.5,65.0,33.800000000000004,64.60000000000001,20.080000000000002,65.60000000000001,16.96,64.52,10.32,65.92,7.720000000000001,64.92,6.959999999999999,64.4,55.16,64.92,49.28,65.24,40.48,64.52,23.16,64.68,14.08,65.2,13.84,66.12,64.16,63.800000000000004,63.68000000000001,64.24,65.16,64.03999999999999,63.519999999999996,64.52,62.2,64.64,60.96,58.64,55.08,58.599999999999994,50.96000000000001,58.52,49.0,58.56,49.64,58.76,50.68,59.36,50.96000000000001,59.12,56.68,59.199999999999996,57.99999999999999,59.72,56.68,59.36,52.35999999999999,58.84,50.28,59.4,44.96,58.599999999999994,58.96,58.56,58.160000000000004,57.8,57.720000000000006,59.88,56.879999999999995,58.52,56.2,58.36,56.36
Local Median Smoothing Filter 2x2,93.32000000000001,66.88,61.675000000000004,0.23349999999999999,0.6533158240315168,0.4975,0.5648594947487936,61.45,0.22899999999999998,0.5679122182680901,0.9575,0.7129560685033507,64.325,0.2865,0.5921518173045995,0.9205,0.720688980230965,85.0,50.0,92.0,83.0,75.52,46.2,75.52,24.08,75.52,21.240000000000002,75.52,15.559999999999999,75.52,14.399999999999999,75.52,14.84,75.52,67.84,75.52,61.68,75.52,56.24,75.52,31.879999999999995,75.52,18.56,75.52,19.36,75.52,75.68,75.52,75.96000000000001,75.52,75.36,75.52,75.8,75.52,75.56,75.52,75.84,70.36,66.92,70.36,63.480000000000004,70.36,63.44,70.36,62.92,70.36,63.959999999999994,70.36,63.72,70.36,69.39999999999999,70.36,69.16,70.36,67.2,70.36,64.96,70.36,64.12,70.36,57.04,70.36,70.39999999999999,70.36,70.16,70.36,70.16,70.36,70.0,70.36,69.16,70.36,69.92
Local Median Smoothing Filter 3x3,88.56,60.72,57.05,0.14100000000000001,0.6315298507462687,0.3385,0.4407552083333333,61.775000000000006,0.23550000000000004,0.5720844811753902,0.9345,0.7097019176001519,64.325,0.2865,0.5968887385864051,0.8825,0.7121242687109138,80.0,65.0,85.0,76.5,70.92,46.52,70.92,26.76,70.92,23.52,70.92,19.12,70.92,19.56,70.92,21.48,70.92,63.480000000000004,70.92,57.52,70.92,52.04,70.92,33.44,70.92,18.32,70.92,19.040000000000003,70.92,70.72,70.92,70.88,70.92,70.24000000000001,70.92,69.92,70.92,69.16,70.92,68.4,63.56,60.56,63.56,57.56,63.56,56.84,63.56,56.120000000000005,63.56,56.64,63.56,57.48,63.56,62.160000000000004,63.56,61.96,63.56,60.760000000000005,63.56,57.96,63.56,57.92,63.56,50.519999999999996,63.56,63.63999999999999,63.56,63.6,63.56,63.72,63.56,62.4,63.56,62.8,63.56,61.8
Color Bit Reduction 4bit,100.0,74.56,72.725,0.45449999999999996,0.6860417519443307,0.838,0.7544451946882736,72.35000000000001,0.44699999999999995,0.6442866365397031,0.998,0.783052177324441,75.175,0.5035000000000001,0.6788632326820604,0.9555,0.7937694704049845,95.0,5.0,97.0,37.0,83.44,22.12,83.44,15.32,83.44,13.200000000000001,83.44,5.12,83.44,2.92,83.44,2.56,83.44,68.56,83.44,52.35999999999999,83.44,37.480000000000004,83.44,14.24,83.44,11.0,83.44,11.04,83.44,83.56,83.44,83.52000000000001,83.44,83.2,83.44,82.64,83.44,82.08,83.44,82.24000000000001,77.0,72.68,77.0,67.64,77.0,66.67999999999999,77.0,66.84,77.0,67.80000000000001,77.0,67.88,77.0,75.48,77.0,75.36,77.0,73.52,77.0,68.67999999999999,77.0,67.60000000000001,77.0,60.31999999999999,77.0,76.68,77.0,77.12,77.0,76.8,77.0,76.03999999999999,77.0,75.28,77.0,75.03999999999999
Color Bit Reduction 2bit,80.2,59.88,54.400000000000006,0.088,0.579136690647482,0.322,0.4138817480719794,58.074999999999996,0.16149999999999998,0.549768875192604,0.892,0.6802669208770258,59.9,0.19799999999999995,0.567530695770805,0.832,0.6747769667477697,75.0,45.0,76.0,45.5,66.84,40.48,66.84,24.48,66.84,21.759999999999998,66.84,15.0,66.84,13.719999999999999,66.84,14.44,66.84,57.96,66.84,49.559999999999995,66.84,46.32,66.84,27.52,66.84,18.44,66.84,18.88,66.84,66.75999999999999,66.84,66.8,66.84,66.88,66.84,65.28,66.84,64.72,66.84,63.0,61.44,56.56,61.44,51.800000000000004,61.44,51.28,61.44,51.92,61.44,52.12,61.44,52.35999999999999,61.44,60.040000000000006,61.44,59.440000000000005,61.44,57.4,61.44,53.64,61.44,51.2,61.44,46.52,61.44,60.8,61.44,60.08,61.44,60.68,61.44,59.88,61.44,57.84,61.44,57.24
Non-local Mean denoising strength 0.8,100.0,74.86,73.175,0.46349999999999997,0.6905055487053021,0.84,0.7579517256936612,71.15,0.42300000000000004,0.6347992351816444,0.996,0.7753989879330478,74.775,0.4955,0.6710390058681395,0.972,0.7939554829487442,95.0,10.0,96.5,37.5,83.64,28.32,83.64,18.84,83.64,16.96,83.64,7.04,83.64,3.52,83.64,2.96,83.64,71.2,83.64,59.040000000000006,83.64,47.24,83.64,17.52,83.64,11.959999999999999,83.64,12.2,83.64,83.48,83.64,83.44,83.64,83.6,83.64,83.28,83.64,82.67999999999999,83.64,82.32000000000001,77.24,73.56,77.24,68.96,77.24,68.24,77.24,68.16,77.24,69.28,77.24,69.8,77.24,76.03999999999999,77.24,76.03999999999999,77.24,74.16,77.24,70.19999999999999,77.24,69.08,77.24,61.36000000000001,77.24,77.08,77.24,77.32,77.24,77.44,77.24,76.92,77.24,76.12,77.24,76.08
Non-local Mean denoising strength 1.5,100.0,74.86,73.075,0.4615,0.6895277207392198,0.8395,0.7571589627959414,71.125,0.4225000000000001,0.6345113021330786,0.9965,0.7753355378331064,74.8,0.496,0.6710344827586207,0.973,0.7942857142857143,95.0,15.0,96.5,36.0,83.6,29.48,83.6,18.96,83.6,17.080000000000002,83.6,7.12,83.6,3.52,83.6,3.0,83.6,71.16,83.6,59.24,83.6,47.72,83.6,17.48,83.6,11.92,83.6,12.2,83.6,83.44,83.6,83.48,83.6,83.64,83.6,83.36,83.6,82.72,83.6,82.32000000000001,77.32,73.56,77.32,69.04,77.32,68.24,77.32,68.12,77.32,69.24,77.32,69.8,77.32,76.0,77.32,76.08,77.32,74.03999999999999,77.32,70.24000000000001,77.32,69.04,77.32,61.4,77.32,77.12,77.32,77.48,77.32,77.56,77.32,76.92,77.32,76.12,77.32,76.08
Non-local Mean denoising strength 3,100.0,75.0,73.32499999999999,0.46649999999999997,0.6925299215848122,0.839,0.7587610219308162,69.625,0.39250000000000007,0.6226179318962825,0.9965,0.7663910786387234,74.0,0.4800000000000001,0.6618341200269724,0.9815,0.7905759162303665,95.0,20.0,96.5,36.0,83.56,32.12,83.56,19.84,83.56,17.44,83.56,7.5600000000000005,83.56,4.0,83.56,3.7199999999999998,83.56,71.36,83.56,59.760000000000005,83.56,48.72,83.56,18.240000000000002,83.56,12.2,83.56,12.559999999999999,83.56,83.56,83.56,83.39999999999999,83.56,83.64,83.56,83.6,83.56,83.2,83.56,83.0,77.56,73.52,77.56,69.84,77.56,68.64,77.56,68.4,77.56,69.88,77.56,70.12,77.56,76.24,77.56,75.96000000000001,77.56,74.0,77.56,70.24000000000001,77.56,69.12,77.56,61.8,77.56,77.48,77.56,77.48,77.56,77.4,77.56,77.03999999999999,77.56,76.44,77.56,76.28
Non-local Mean denoising strength 7,98.88,72.74000000000001,69.075,0.38150000000000006,0.6770301624129931,0.7295,0.702286401925391,64.17500000000001,0.2835,0.5838509316770186,0.987,0.7336926221891842,67.475,0.34950000000000003,0.6091846298031866,0.975,0.7498557969621227,95.0,35.0,96.5,50.5,82.88,40.08,82.88,23.919999999999998,82.88,20.44,82.88,11.44,82.88,8.48,82.88,8.559999999999999,82.88,71.88,82.88,61.88,82.88,52.68000000000001,82.88,22.96,82.88,12.959999999999999,82.88,13.639999999999999,82.88,82.48,82.88,82.76,82.88,82.67999999999999,82.88,83.12,82.88,83.16,82.88,83.04,75.32,72.08,75.32,68.72,75.32,67.67999999999999,75.32,68.88,75.32,69.28,75.32,69.92,75.32,74.16,75.32,73.92,75.32,72.48,75.32,70.08,75.32,69.76,75.32,63.080000000000005,75.32,75.44,75.32,75.32,75.32,75.16000000000001,75.32,75.4,75.32,75.08,75.32,75.68
